焦点	1.18	0
背版	1.18	0
无聊	1.18	0
太棒了	1.18	0
冠	1.18	0
风雨	1.18	0
最酷	1.18	0
算	1.18	1.94
气缸	1.18	0
拐弯	1.18	0
臻	1.18	0
愿景	1.18	0
按锁	1.18	0
火速	1.18	0
竞技	1.18	0
场馆	1.18	0
紧跟	1.18	0
横	1.18	0
笔记本电脑	1.18	0
外景	1.18	0
把控	1.18	0
双拼	1.18	0
收官	1.18	0
下单	1.18	0
往返	1.18	0
淘宝	1.18	0
响亮	1.18	0
打磨	1.18	0
没得	1.18	0
一丝不苟	1.18	0
卓	1.18	0
聆听	1.18	0
申请	1.18	0
爆表	1.18	0
跋山涉水	1.18	0
分布	1.18	0
人性	1.18	0
本色	1.18	0
四平八稳	1.18	0
转化	1.18	0
看样子	1.18	0
发帖	1.18	0
搬	1.18	0
背门	1.18	0
极好	1.18	0
体格	1.18	0
北方	1.18	0
太帅	1.18	0
黑白	1.18	0
沉重	1.18	0
单身	1.18	0
随行	1.18	0
有利于	1.18	0
380TSI	1.18	0
观致3	1.18	0
凌特	1.18	0
灵敏度	1.18	0
看家	1.18	0
vtec	1.18	0
新锐	1.18	0
2800	1.18	0
感性	1.18	0
近来	1.18	0
爵士	1.18	0
特制	1.18	0
能干	1.18	0
转弯半径	1.18	0
选去	1.18	0
活跃	1.18	0
宇宙	1.18	0
精雕细琢	1.18	0
ACE	1.18	0
可折叠	1.18	0
AQS	1.18	0
挑不出	1.18	0
法国人	1.18	0
绿衫	1.18	0
稳步	1.18	0
前瞻性	1.18	0
闯	1.18	0
稳妥	1.18	0
转身	1.18	0
仔细	1.18	0
矮	1.18	0
Dynaudio	1.18	0
绝佳	1.18	0
锋芒	1.18	0
软性	1.18	0
老牌子	1.18	0
指正	1.18	0
老话	1.18	0
起伏	1.18	0
身怀绝技	1.18	0
独具一格	1.18	0
迈出	1.18	0
情人	1.18	0
降温	1.18	0
换气	1.18	0
芳心	1.18	0
技术含量	1.18	0
死忠	1.18	0
杀手锏	1.18	0
老帅	1.18	0
宅	1.18	0
脱困	1.18	0
协助	1.18	0
总长	1.18	0
非常丰富	1.18	0
马牌	1.18	0
悠久	1.18	0
伴侣	1.18	0
保护膜	1.18	0
运转	1.18	0
踩下	1.18	0
日新月异	1.18	0
可见一斑	1.18	0
打下	1.18	0
喷水	1.18	0
过时	1.18	0
锻造	1.18	0
开放	1.18	0
拉丁	1.18	0
小亮	1.18	0
座车	1.18	0
外形尺寸	1.18	0
情理之中	1.18	0
风生水	1.18	0
宜家	1.18	0
青海湖	1.18	0
再创	1.18	0
展翅飞翔	1.18	0
地	1.18	0
字体	1.18	0
蜕变	1.18	0
中级轿车	1.18	0
完整性	1.18	0
隐藏式	1.18	0
开关门	1.18	0
城区	1.18	0
永磁	1.18	0
大标	1.18	0
兵哥	1.18	0
每位	1.18	0
正宗	1.18	0
功底	1.18	0
Stop	1.18	0
找不出	1.18	0
真是太	1.18	0
盖板	1.18	0
平平淡淡	1.18	0
当家花旦	1.18	0
雪人	1.18	0
落	1.18	0
一大早	1.18	0
并排	1.18	0
有点儿	1.18	0
闷声	1.18	0
狭窄	1.18	0
如此一来	1.18	0
核心部件	1.18	0
Bob	1.18	0
圆环	1.18	0
大名鼎鼎	1.18	0
Vision	1.18	0
小智	1.18	0
生产工艺	1.18	0
分体	1.18	0
说不上	1.18	0
精益求精	1.18	0
中能	1.18	0
分割	1.18	0
享有	1.18	0
淡季	1.18	0
Tiptronic	1.18	0
多样化	1.18	0
会议	1.18	0
双重	1.18	0
一代人	1.18	0
过分	1.18	0
出远门	1.18	0
牢牢	1.18	0
车键	1.18	0
破百	1.18	0
其一	1.18	0
厢房	1.18	0
炫动	1.18	0
欢迎	1.18	0
大床	1.18	0
爬山	1.18	0
奋进	1.18	0
稍带	1.18	0
趋于	1.18	0
其前	1.18	0
寄托	1.18	0
尊享	1.18	0
按摩	1.18	0
温控	1.18	0
电音	1.18	0
差速	1.18	0
挖掘	1.18	0
朝阳	1.18	0
嫉妒	1.18	0
再好	1.18	0
椅背	1.18	0
填	1.18	0
Apple	1.18	0
亲睐	1.18	0
印证	1.18	0
恩施	1.18	0
四代	1.18	0
出于	1.18	0
现今	1.18	0
别致	1.18	0
读取	1.18	0
车坛	1.18	0
低价位	1.18	0
小巧玲珑	1.18	0
弧度	1.18	0
粗壮	1.18	0
外加	1.18	0
发明	1.18	0
前移	1.18	0
秒钟	1.18	0
总长度	1.18	0
宜	1.18	0
三车	1.18	0
把握	1.18	0
刮目相看	1.18	0
美美	1.18	0
庄重	1.18	0
莫过于	1.18	0
超前	1.18	0
给力	1.18	0
年间	1.18	0
非常适合	1.18	0
鲜肉	1.18	0
近处	1.18	0
魁梧	1.18	0
映射	1.18	0
焕然一新	1.18	0
及其	1.18	0
由内而外	1.18	0
阳刚	1.18	0
④	1.18	0
激发	1.18	0
鸡	1.18	0
中年人	1.18	0
呼声	1.18	0
三强	1.18	0
光盘	1.18	0
安全可靠	1.18	0
两不误	1.18	0
赢家	1.18	0
电力	1.18	0
链子	1.18	0
成分	1.18	0
历代	1.18	0
消	1.18	0
纸质	1.18	0
王牌	1.18	0
新鲜	1.18	0
扑面而来	1.18	0
电容	1.18	0
撞击力	1.18	0
动能	1.18	0
小伙	1.18	0
pdk	1.18	0
自信	1.17	1.92
转弯	1.17	1.92
信心	1.17	1.02
别的	1.17	3.54
8	1.17	1.33
现场	1.16	0.64
终于	1.16	0.6
借助	1.15	0
油电	1.15	0
睡觉	1.15	0
粉	1.15	0
翼	1.15	0
和谐	1.15	0.72
前沿	1.15	0
大大	1.15	0
讲解	1.15	0
嗨	1.15	0
山路	1.15	0.72
银	1.15	0
说起	1.15	0
高低	1.15	0
震撼	1.15	0
自行	1.15	0
加强	1.15	0
倾向	1.15	0
市面上	1.15	0
沙发	1.15	0
蜂窝状	1.15	0
奔驰e	1.15	0
动	1.15	0
相连	1.15	0
大学	1.15	0
保养	1.15	4.08
音响效果	1.15	0
缘分	1.15	0
生意	1.15	0
火	1.15	11.74
等到	1.15	0
售出	1.15	0
摩托车	1.15	0
全自动	1.15	0
预热	1.15	0
一旦	1.15	0
指数	1.15	0
A0	1.15	0
面世	1.15	0
致力于	1.15	0
深厚	1.15	0
那天	1.15	0
还有	1.15	1.2
双层	1.15	0
美好	1.15	0
限量	1.15	0
夜视	1.15	0
高科技	1.15	0.72
畅销	1.15	0.63
怎么	1.14	3.44
（	1.14	1.81
曝光	1.14	1.66
放心	1.14	1.07
奢华	1.14	0.5
怀疑	1.13	6.19
路边	1.13	0
取代	1.13	0
掉头	1.13	4.93
师傅	1.13	8.26
不爽	1.13	12.38
数	1.13	0
c4l	1.13	0
异常	1.13	12.38
提到	1.13	0.99
福特公司	1.13	0
放在	1.13	0.9
PASS	1.12	14.71
提速	1.12	0.65
贵	1.12	4.46
悬挂	1.12	0.89
声	1.12	14.71
宣布	1.12	0
现象	1.12	26.86
&#	1.12	0
触摸屏	1.12	3.67
装置	1.11	0
查看	1.11	0
辉煌	1.11	0
近	1.11	1.33
主打	1.11	0.44
已经	1.11	1.06
入门级	1.11	0
原型车	1.11	0
定位	1.11	0.72
右	1.1	4.13
操纵	1.1	0
但	1.1	1.58
街上	1.1	0
佳	1.1	0
阶段	1.1	0
之中	1.1	0
真正	1.1	0.6
前者	1.1	0
其余	1.1	0
跟随	1.1	0
差价	1.1	0
相继	1.1	0
最美	1.1	0
集团	1.1	1.26
关爱	1.1	0
威朗gs	1.1	0
长安cx70	1.1	0
联盟	1.1	0
假期	1.1	0
习惯	1.1	1.61
试车	1.1	0
抱	1.1	0
高转速	1.1	0
公交	1.1	0
老家	1.1	0
深入	1.1	0
减重	1.1	0
相对	1.1	0.57
耀眼	1.1	0
西班牙	1.1	0
冲动	1.1	0
周围	1.1	0
普及	1.1	0
价	1.09	0
名车	1.09	0
社会	1.09	0
界	1.09	0
##	1.09	0
quattro	1.09	0
究竟	1.09	0
官方	1.09	0.84
难受	1.09	7.16
全世界	1.09	0
结婚	1.09	0
尝试	1.08	0
驾驶座	1.08	2.84
次	1.08	18.85
当中	1.08	0.43
手动档	1.08	0
秀	1.08	0
准	1.08	0
日本	1.08	0.59
开幕	1.08	0
图片	1.08	0.47
iclass	1.08	0
漆面	1.08	2.84
促销	1.08	0
输出功率	1.07	0
投产	1.07	0
明星	1.07	0.47
根本	1.07	3.9
店里	1.07	4.7
正	1.07	0.55
享	1.07	0.43
KM	1.07	2.33
如此	1.07	1.33
评	1.07	2.33
无意	1.06	0
mt	1.06	0
战略	1.06	0.77
led	1.06	0.42
发起	1.06	0
宝马新	1.06	0
赛事	1.06	0
考验	1.06	0
检验	1.06	0
成长	1.06	0
难看	1.06	16.26
发力	1.06	0
都市	1.06	0
收入	1.06	0
件	1.06	0
组成	1.06	0
胜	1.06	0
专利	1.06	0
允许	1.06	0
基地	1.06	0
保持一致	1.06	0
哈弗h9	1.06	0
放下	1.06	0
刷	1.06	0
出发	1.06	0
老师	1.06	0
夺	1.05	1.53
依靠	1.05	0
投放	1.05	0
时刻	1.05	0
每日	1.05	0
诟病	1.05	1.53
从此	1.05	0
运营	1.05	0
右边	1.05	0
荣膺	1.05	1.53
车友	1.05	6.87
感到	1.05	0
最小	1.05	0
高级轿车	1.05	0
摩擦	1.05	1.53
过滤器	1.05	0
NVH	1.05	1.53
事故	1.05	12.66
变得	1.05	1.06
同门	1.05	0
简称	1.05	0
整容	1.05	1.53
现在	1.05	2
塑造	1.05	1.53
行	1.05	0.81
电子	1.05	1.15
优质	1.05	0
对比	1.05	0.82
后部	1.05	1.53
中期	1.05	0
不难看出	1.05	1.53
互动	1.05	0
智行	1.05	0
由	1.05	0
’	1.05	0
影子	1.05	0
－	1.05	0
后轮	1.05	12.25
袭	1.05	0
实验	1.05	0
位	1.05	0
苏州	1.05	0
目的	1.05	0
旗舰型	1.05	0
长沙	1.05	0
美版	1.05	0
赢	1.05	0
海外	1.05	0.57
传感器	1.05	2.29
下降	1.05	10.75
烂	1.05	5.75
有时候	1.05	5.75
恰到好处	1.05	1.53
商家	1.05	0
刮	1.05	0
‘	1.05	0
隐藏	1.05	0
相比之下	1.05	6.12
纪念	1.05	0
再次	1.04	1.14
pass	1.04	22.66
理由	1.04	1.3
检查	1.04	8
不想	1.04	3.89
选车	1.03	1.23
雾灯	1.03	2.63
排气管	1.02	2.78
设置	1.02	1.34
本次	1.02	0.45
计划	1.02	0.82
)	1.02	2.37
作用	1.02	1.34
拨	1.02	2.78
保值	1.02	0.74
毫无	1.02	0.74
车市	1.01	0.4
减震	1.01	6.61
点缀	1.01	0.73
车长	1.01	1.11
及时	1.01	0.73
较低	1.01	0.73
送	1.01	0.88
皮质	1.01	0.73
看越	1.01	0.73
依旧	1.01	0.92
踩油门	1.01	2.22
为主	1.01	0.44
竞争力	1.01	0.78
爆发	1.01	0.73
靠背	1.01	0.73
行李厢	1	0.54
拍	1	0.62
认为	1	1.79
手套	1	1.75
盒	1	1.75
打开	1	2.02
切换	1	0.54
较高	1	0.54
曾	1	0.49
压力	1	2.02
普遍	1	1.75
刚性	1	1.75
虚位	1	1.75
行李架	0.99	0.48
德系	0.99	0.48
转	0.99	4.31
顶配	0.99	4.31
售后	0.98	6.01
预计	0.98	0.86
真是	0.98	1.25
必须	0.98	0.93
地盘	0.98	5.36
地区	0.98	0.72
总	0.98	2.86
长	0.97	0.79
无人驾驶	0.97	0
数字	0.97	0
隔音	0.97	2.23
早就	0.97	1.42
公司	0.96	2.48
差异	0.96	0.42
氙气	0.96	1.05
其次	0.96	3.01
扩建	0.95	0
传入	0.95	0
间好	0.95	0
Audit	0.95	0
audisport	0.95	0
dealer	0.95	0
个团	0.95	0
功率密度	0.95	0
最窄	0.95	0
伺服	0.95	0
显现	0.95	0
老版	0.95	0
深得人心	0.95	0
能强	0.95	0
西米亚	0.95	0
狂奔	0.95	0
艳惊	0.95	0
安驾	0.95	0
愈发	0.95	0
不莽	0.95	0
觉察出	0.95	0
板材	0.95	0
神魂颠倒	0.95	0
攻防兼备	0.95	0
双丰收	0.95	0
挤挤	0.95	0
功能齐全	0.95	0
成长期	0.95	0
最受	0.95	0
like	0.95	0
看得出来	0.95	0
奎哥	0.95	0
实至名归	0.95	0
记忆犹新	0.95	0
争抢	0.95	0
三级跳	0.95	0
第三季度	0.95	0
受到好评	0.95	0
理直气壮	0.95	0
排头兵	0.95	0
炫银	0.95	0
一模	0.95	0
技术性	0.95	0
autonews	0.95	0
圈内	0.95	0
昏暗	0.95	0
想来想去	0.95	0
出式	0.95	0
图像	0.95	0
连贯	0.95	0
与我无关	0.95	0
中华v3	0.95	0
白开水	0.95	0
感让	0.95	0
灰黑色	0.95	0
移动硬盘	0.95	0
后配	0.95	0
注脚	0.95	0
最远	0.95	0
最亮	0.95	0
揽胜极光	0.95	0
递进	0.95	0
胎面	0.95	0
失色	0.95	0
庇佑	0.95	0
变动	0.95	0
塑形	0.95	0
排前	0.95	0
进化版	0.95	0
蒙	0.95	0
哪	0.95	1.14
顶端	0.95	0
长远	0.95	0
宝马nev	0.95	0
平民化	0.95	0
使握	0.95	0
荣登	0.95	0
灼伤	0.95	0
一望无垠	0.95	0
下列	0.95	0
内销	0.95	0
此消彼长	0.95	0
直边	0.95	0
了进	0.95	0
james	0.95	0
超越自我	0.95	0
宝骏e100	0.95	0
多级	0.95	0
如其人	0.95	0
红烧	0.95	0
总的来看	0.95	0
置身	0.95	0
替代者	0.95	0
内腔	0.95	0
a8l	0.95	0
奥斯卡	0.95	0
脚背	0.95	0
衬托出	0.95	0
锁孔	0.95	0
惊喜不已	0.95	0
折射	0.95	0
敢于	0.95	0
瓶装	0.95	0
蛮好	0.95	0
超赞	0.95	0
放着	0.95	0
7	0.95	0
暂定	0.95	0
一至	0.95	0
表情	0.95	0
到顶	0.95	0
请来	0.95	0
从中	0.95	0
半年前	0.95	0
不计成本	0.95	0
美滋滋	0.95	0
率好	0.95	0
普及化	0.95	0
会场	0.95	0
呼唤	0.95	0
无暇	0.95	0
配色	0.95	0.6
监视	0.95	0
车锐	0.95	0
轮流	0.95	0
首推	0.95	0
真得	0.95	0
正中间	0.95	0
何尝	0.95	0
GDI	0.95	0
启车	0.95	0
大奖赛	0.95	0
工程技术	0.95	0
脚踢	0.95	0
炸弹	0.95	0
干涩	0.95	0
懒懒散散	0.95	0
反比	0.95	0
难寻	0.95	0
造出	0.95	0
名贯	0.95	0
十来次	0.95	0
归结	0.95	0
完事	0.95	0
出卖	0.95	0
人机工程	0.95	0
头号	0.95	0
冲劲十足	0.95	0
自在	0.95	0
音频文件	0.95	0
爽朗	0.95	0
短程	0.95	0
囊中羞涩	0.95	0
帷幕	0.95	0
初便	0.95	0
炫光	0.95	0
高度重视	0.95	0
lego	0.95	0
有利	0.95	0
狗男女	0.95	0
善良	0.95	0
金钱	0.95	0
修理店	0.95	0
太好了	0.95	0
TMH	0.95	0
斗不过	0.95	0
簧	0.95	0
华中	0.95	0
标示	0.95	0
剃须刀	0.95	0
车载式	0.95	0
编编	0.95	0
WMA	0.95	0
神清气爽	0.95	0
小苗	0.95	0
较硬	0.95	0
锃亮	0.95	0
保时捷918	0.95	0
归入	0.95	0
腿脚	0.95	0
徐威	0.95	0
镜片	0.95	0
稀少	0.95	0
初始	0.95	0
fiat	0.95	0
用心良苦	0.95	0
宜人	0.95	0
锋利	0.95	0
立体音响	0.95	0
电子化	0.95	0
江西省	0.95	0
培育	0.95	0
平稳性	0.95	0
企及	0.95	0
物板	0.95	0
秉	0.95	0
瘦型	0.95	0
好意	0.95	0
中等水平	0.95	0
分析师	0.95	0
克服	0.95	0
木材	0.95	0
从容应对	0.95	0
大当家	0.95	0
帮到	0.95	0
买大	0.95	0
历久弥新	0.95	0
纵享	0.95	0
镜面	0.95	0
上以	0.95	0
奢享	0.95	0
坐起	0.95	0
阵地	0.95	0
很直	0.95	0
颜有智	0.95	0
抗冲击	0.95	0
摇摆不定	0.95	0
收购	0.95	0
工夫	0.95	0
外官	0.95	0
各有所长	0.95	0
轻柔	0.95	0
黑化	0.95	0
改头	0.95	0
台面	0.95	0
波罗	0.95	0
科幻	0.95	0
老人家	0.95	0
归于	0.95	0
非常少	0.95	0
抗腐蚀	0.95	0
批售	0.95	0
HEROS	0.95	0
读出	0.95	0
检核	0.95	0
活性炭	0.95	0
过不去	0.95	0
实用功能	0.95	0
逆市	0.95	0
巨量	0.95	0
铺垫	0.95	0
比比	0.95	0
西山	0.95	0
只身一人	0.95	0
观光	0.95	0
组份	0.95	0
话语权	0.95	0
家庭版	0.95	0
入迷	0.95	0
好伴侣	0.95	0
明维保	0.95	0
十来天	0.95	0
敏感度	0.95	0
并列	0.95	0
往下	0.95	0
具有活力	0.95	0
顶上去	0.95	0
可喜	0.95	0
招人	0.95	0
窝窝	0.95	0
美总	0.95	0
夹层玻璃	0.95	0
走私	0.95	0
精耕细作	0.95	0
修饰	0.95	0
内柔	0.95	0
反厂	0.95	0
洪	0.95	0
爱答不理	0.95	0
下唇	0.95	0
驾御	0.95	0
晚一点	0.95	0
有误	0.95	0
读心术	0.95	0
久负盛名	0.95	0
心中有数	0.95	0
懒车	0.95	0
得确	0.95	0
力强	0.95	0
百看不厌	0.95	0
交篇	0.95	0
外饰	0.95	0
听话	0.95	0
喷发	0.95	0
流淌	0.95	0
人为	0.95	0
好帮手	0.95	0
指禅	0.95	0
自动控制	0.95	0
回退	0.95	0
喷张	0.95	0
管理器	0.95	0
试了试	0.95	0
跃居	0.95	0
风燥胎	0.95	0
下沿	0.95	0
外露	0.95	0
先入为主	0.95	0
大城市	0.95	0
居高临下	0.95	0
泰然自若	0.95	0
要不是	0.95	0
样样	0.95	0
爽歪歪	0.95	0
灵便	0.95	0
疾	0.95	0
熟面孔	0.95	0
上交	0.95	0
一不留神	0.95	0
怀档	0.95	0
明暗	0.95	0
旮旯	0.95	0
简明	0.95	0
吹出来	0.95	0
平放	0.95	0
肥肥的	0.95	0
大热天	0.95	0
鲜明对比	0.95	0
一致性	0.95	0
尔巴	0.95	0
稳握	0.95	0
冥冥之中	0.95	0
专业技能	0.95	0
保温	0.95	0
脸面	0.95	0
叮咛	0.95	0
社区化	0.95	0
一幅	0.95	0
等奖项	0.95	0
highlander	0.95	0
景观	0.95	0
杂乱	0.95	0
神迹	0.95	0
格力电器	0.95	0
度过	0.95	0
年龄层	0.95	0
清晰明确	0.95	0
俗气	0.95	0
钢度	0.95	0
宽宽的	0.95	0
拼杀	0.95	0
法兰西	0.95	0
攻占	0.95	0
时日	0.95	0
腾不	0.95	0
引人瞩目	0.95	0
奔驰奥迪宝马	0.95	0
粗略	0.95	0
宣传语	0.95	0
卓绝	0.95	0
恨不得	0.95	0
高度赞扬	0.95	0
效用	0.95	0
280N·m	0.95	0
后半段	0.95	0
肉牛	0.95	0
东风标志	0.95	0
有中	0.95	0
不输给	0.95	0
圣象	0.95	0
活蹦乱跳	0.95	0
护套	0.95	0
不弃	0.95	0
水性	0.95	0
静展	0.95	0
N年	0.95	0
岳父母	0.95	0
微增	0.95	0
颇丰	0.95	0
负担得起	0.95	0
内家	0.95	0
石河子	0.95	0
直升机	0.95	0
外关	0.95	0
半透明	0.95	0
双音	0.95	0
占便宜	0.95	0
疲惫	0.95	0
根源	0.95	0
充分利用	0.95	0
着大	0.95	0
峻岭	0.95	0
冻人	0.95	0
不似	0.95	0
扁平化	0.95	0
芳泽	0.95	0
挺好	0.95	0
猛货	0.95	0
李正伟	0.95	0
Keen	0.95	0
蓝鲸	0.95	0
如雷贯耳	0.95	0
超选	0.95	0
路途遥远	0.95	0
高速运行	0.95	0
铮铮铁骨	0.95	0
雍容华贵	0.95	0
相信群众	0.95	0
映衬	0.95	0
超像	0.95	0
曲折	0.95	0
摆平	0.95	0
抒发	0.95	0
字形	0.95	0
菌	0.95	0
空间感	0.95	0
捷达9	0.95	0
傍晚	0.95	0
捯	0.95	0
ics	0.95	0
Fashion	0.95	0
但光	0.95	0
汇成	0.95	0
服饰	0.95	0
打成平手	0.95	0
莫扎特	0.95	0
怀孕	0.95	0
这双	0.95	0
视距	0.95	0
猛冲	0.95	0
随要	0.95	0
成功率	0.95	0
时代性	0.95	0
内部结构	0.95	0
专情	0.95	0
短尾	0.95	0
意大利人	0.95	0
倾幕者	0.95	0
脸帅	0.95	0
小白狼	0.95	0
胡须	0.95	0
合口味	0.95	0
绚丽多彩	0.95	0
眼镜盒	0.95	0
很不多	0.95	0
很挤	0.95	0
calss	0.95	0
观致5	0.95	0
新华网	0.95	0
精神领袖	0.95	0
挖出来	0.95	0
钓箱	0.95	0
谈成	0.95	0
这事	0.95	0
上班族	0.95	0
起驾	0.95	0
苏州地区	0.95	0
坦白	0.95	0
震板	0.95	0
误打	0.95	0
分站赛	0.95	0
不惜成本	0.95	0
语音指令	0.95	0
工艺流程	0.95	0
卓然	0.95	0
吹嘘	0.95	0
就是指	0.95	0
全能性	0.95	0
Canton	0.95	0
路人皆知	0.95	0
规程	0.95	0
做首	0.95	0
黑暗	0.95	0
颗粒物	0.95	0
不分胜负	0.95	0
貌	0.95	0
东风英菲尼迪	0.95	0
利辛	0.95	0
分数	0.95	0
毫无道理	0.95	0
心情愉快	0.95	0
EndFragment	0.95	0
游山玩水	0.95	0
拉点	0.95	0
死穴	0.95	0
HOLD	0.95	0
起停	0.95	0
总而言之	0.95	0
焊缝	0.95	0
NAPPA	0.95	0
一睹	0.95	0
耐久	0.95	0
独领风骚	0.95	0
英里	0.95	0
另类	0.95	0
矬	0.95	0
涌现	0.95	0
尼桑逍客	0.95	0
地摊	0.95	0
MMD	0.95	0
流连忘返	0.95	0
食品	0.95	0
俊良朗	0.95	0
青蛙	0.95	0
器具	0.95	0
腐蚀	0.95	0
全副武装	0.95	0
范冰冰	0.95	0
吻	0.95	0
慷慨	0.95	0
粘接	0.95	0
还长	0.95	0
千锤百炼	0.95	0
现代suv	0.95	0
将后	0.95	0
发扬光大	0.95	0
R18	0.95	0
木头	0.95	0
摄像	0.95	0
Xbox	0.95	0
j743	0.95	0
所在区域	0.95	0
有一	0.95	0
带入	0.95	0
精美绝伦	0.95	0
大用处	0.95	0
季风	0.95	0
三连冠	0.95	0
境内	0.95	0
锐增	0.95	0
顺应时代	0.95	0
时间表	0.95	0
不断完善	0.95	0
飞去	0.95	0
Kadjar	0.95	0
灰黑	0.95	0
师从	0.95	0
破车	0.95	0
昨天上午	0.95	0
不堵车	0.95	0
认不出来	0.95	0
也别	0.95	0
特低	0.95	0
风姿	0.95	0
防线	0.95	0
短途旅行	0.95	0
小白安	0.95	0
中小型	0.95	0
扁口	0.95	0
爷爷奶奶	0.95	0
电光	0.95	0
带式	0.95	0
四连冠	0.95	0
怀抱	0.95	0
简约型	0.95	0
实乃	0.95	0
路途	0.95	0
田径	0.95	0
沙金	0.95	0
闻名	0.95	0
食物	0.95	0
出库	0.95	0
无处不在	0.95	0
注销	0.95	0
G63	0.95	0
扩张力	0.95	0
要定	0.95	0
ASR	0.95	0
恋人们	0.95	0
阵痛期	0.95	0
遥遥领先	0.95	0
太过分	0.95	0
衣物	0.95	0
Composition	0.95	0
表盘	0.95	0
长安睿骋CC	0.95	0
不但如此	0.95	0
新面孔	0.95	0
好养	0.95	0
按压	0.95	0
修行	0.95	0
中德	0.95	0
脚底	0.95	0
着以	0.95	0
了然	0.95	0
得装	0.95	0
泊入	0.95	0
水灾	0.95	0
一旁	0.95	0
每段	0.95	0
滤清	0.95	0
防石	0.95	0
侧后	0.95	0
盛名	0.95	0
配贵	0.95	0
普埃布拉	0.95	0
刚下	0.95	0
垚	0.95	0
手肘	0.95	0
人大	0.95	0
赣	0.95	0
万欧	0.95	0
费时	0.95	0
开创性	0.95	0
抓握	0.95	0
九变	0.95	0
奥迪rsq3	0.95	0
傲人	0.95	0
敬畏	0.95	0
镂空	0.95	0
饭量	0.95	0
一动	0.95	0
标法	0.95	0
发亮	0.95	0
软装	0.95	0
点滴	0.95	0
褪去	0.95	0
喜马拉雅	0.95	0
收纳盒	0.95	0
延安路	0.95	0
组及	0.95	0
内小外大	0.95	0
乱动	0.95	0
头一回	0.95	0
用惯	0.95	0
moparone	0.95	0
±	0.95	0
情理	0.95	0
有缘分	0.95	0
薄壁	0.95	0
来来往往	0.95	0
周身	0.95	0
风流人物	0.95	0
密密麻麻	0.95	0
赞叹不已	0.95	0
上能	0.95	0
摸清	0.95	0
补光	0.95	0
兜兜	0.95	0
化整为零	0.95	0
Toptether	0.95	0
烦躁	0.95	0
all	0.95	0
略懂	0.95	0
过速	0.95	0
高大威武	0.95	0
幼儿	0.95	0
扫除	0.95	0
飙了	0.95	0
搭车	0.95	0
liberty	0.95	0
上会	0.95	0
储物盒	0.95	0
养能	0.95	0
K6	0.95	0
硬套	0.95	0
钟意	0.95	0
击	0.95	0
所给	0.95	0
topsafetypick	0.95	0
新兵	0.95	0
赚到	0.95	0
部队	0.95	0
Puebla	0.95	0
喷涌	0.95	0
小手	0.95	0
winsonaudio	0.95	0
此话	0.95	0
死皮赖脸	0.95	0
生拉	0.95	0
撑杆	0.95	0
互不	0.95	0
缸数	0.95	0
熟料	0.95	0
真爱	0.95	0
保护区	0.95	0
电视信号	0.95	0
bi	0.95	0
较窄	0.95	0
身兼	0.95	0
滑轨	0.95	0
异有	0.95	0
小爱	0.95	0
声量	0.95	0
巨无霸	0.95	0
直射	0.95	0
海豚	0.95	0
洋气	0.95	0
有样	0.95	0
费心	0.95	0
越火	0.95	0
一己	0.95	0
模内	0.95	0
协作	0.95	0
辐	0.95	0
褒扬	0.95	0
魅影	0.95	0
大象	0.95	0
各人	0.95	0
久经沙场	0.95	0
灯箱	0.95	0
亚运会	0.95	0
零碎	0.95	0
煞风景	0.95	0
初学	0.95	0
周科	0.95	0
淋漓	0.95	0
艹	0.95	0
有家	0.95	0
不亲	0.95	0
撮	0.95	0
直瀑	0.95	0
鸿达	0.95	0
躲避	0.95	0
亮堂	0.95	0
苗条	0.95	0
快意	0.95	0
中买	0.95	0
秉持	0.95	0
榜哥	0.95	0
横贯	0.95	0
野蛮	0.95	0
灯饰	0.95	0
鲜有	0.95	0
酷毙了	0.95	0
他俩	0.95	0
塑造出	0.95	0
横滨	0.95	0
提价	0.95	0
启辰d50	0.95	0
首屈一指	0.95	0
最脸熟	0.95	0
空空	0.95	0
皮子	0.95	0
可喜可贺	0.95	0
拟态	0.95	0
一往	0.95	0
超完	0.95	0
低风	0.95	0
即便如此	0.95	0
牙齿	0.95	0
倡导	0.95	0
clubman	0.95	0
车说	0.95	0
藏品	0.95	0
抱满	0.95	0
巴巴	0.95	0
观赏性	0.95	0
辉映	0.95	0
围过来	0.95	0
估	0.95	0
小飚	0.95	0
验收	0.95	0
mat	0.95	0
好家伙	0.95	0
立足	0.95	0
不可磨灭	0.95	0
别有洞天	0.95	0
西塘	0.95	0
满心	0.95	0
山林	0.95	0
想念	0.95	0
评奖	0.95	0
一展风采	0.95	0
造好	0.95	0
势能	0.95	0
隐蔽	0.95	0
大洲	0.95	0
光光	0.95	0
昭示	0.95	0
温和	0.95	0
农	0.95	0
后月	0.95	0
阴霾	0.95	0
宝马m6	0.95	0
和五辐	0.95	0
运货	0.95	0
不落窠臼	0.95	0
获誉	0.95	0
潇洒	0.95	0
恍惚	0.95	0
彻头彻尾	0.95	0
的狠	0.95	0
冗余	0.95	0
理所应当	0.95	0
小转弯	0.95	0
相提并论	0.95	0
郑恺	0.95	0
夜帝	0.95	0
双气	0.95	0
金光	0.95	0
决胜	0.95	0
从仅	0.95	0
久远	0.95	0
回归自然	0.95	0
不显	0.95	0
坯子	0.95	0
滴血	0.95	0
打广告	0.95	0
伸不开	0.95	0
蓬江区	0.95	0
包边	0.95	0
超群	0.95	0
廊柱	0.95	0
